UsVrnZmV,participant.ethnicity,Response.RT,Response.JOL,Target_Ethnicity,Target_Gender,scored
6298813270372901ZWZ,Black,15739,70,B,F,1
6298813270372901ZWZ,Black,5914,0,W,M,1
6298813270372901ZWZ,Black,8671,95,B,F,1
6298813270372901ZWZ,Black,13078,60,B,F,1
6298813270372901ZWZ,Black,28626,70,B,F,1
6298813270372901ZWZ,Black,20639,55,B,M,1
6298813270372901ZWZ,Black,20262,56,B,M,1
6298813270372901ZWZ,Black,6080,0,B,M,1
6298813270372901ZWZ,Black,13130,100,B,M,1
6298813270372901ZWZ,Black,24517,25,B,M,1
6298813270372901ZWZ,Black,6125,85,B,M,1
6298813270372901ZWZ,Black,9383,100,B,M,1
6298813270372901ZWZ,Black,5587,44,B,M,1
6298813270372901ZWZ,Black,19359,39,B,M,1
6298813270372901ZWZ,Black,13699,65,B,F,1
6298813270372901ZWZ,Black,12345,90,W,F,1
6298813270372901ZWZ,Black,14350,25,W,F,1
6298813270372901ZWZ,Black,11070,20,W,F,1
6298813270372901ZWZ,Black,28909,50,W,F,1
6298813270372901ZWZ,Black,13057,75,W,F,1
6298813270372901ZWZ,Black,5722,30,W,F,1
6298813270372901ZWZ,Black,9366,80,W,F,1
6298813270372901ZWZ,Black,5712,0,W,F,1
6298813270372901ZWZ,Black,12135,33,W,F,1
6298813270372901ZWZ,Black,10896,100,W,F,1
6298813270372901ZWZ,Black,7580,20,W,M,1
6298813270372901ZWZ,Black,6638,100,W,M,1
6298813270372901ZWZ,Black,34278,69,B,M,1
j00867279RS,Black,20550,50,B,F,1
j00867279RS,Black,13420,45,B,F,1
j00867279RS,Black,9484,53,B,M,1
j00867279RS,Black,11754,30,B,M,1
j00867279RS,Black,8587,14,B,M,1
j00867279RS,Black,20412,54,B,F,1
j00867279RS,Black,4309,12,W,F,0
j00867279RS,Black,7741,45,B,M,1
j00867279RS,Black,11004,55,B,F,1
j00867279RS,Black,22036,14,B,M,1
j00867279RS,Black,4817,45,B,F,1
j00867279RS,Black,6800,12,W,F,1
j00867279RS,Black,8314,45,B,M,1
j00867279RS,Black,7111,5,W,F,0
j00867279RS,Black,7870,30,B,M,1
j00867279RS,Black,7300,20,B,M,1
j00867279RS,Black,11252,12,W,F,0
j00867279RS,Black,11464,76,B,F,1
j00867279RS,Black,5012,10,W,F,0
j00867279RS,Black,6114,10,W,M,1
j00867279RS,Black,8799,11,W,F,1
j00867279RS,Black,11628,45,W,F,0
j00867279RS,Black,9097,25,W,F,0
j00867279RS,Black,6826,25,B,M,0
j00867279RS,Black,5666,2,W,M,0
j00867279RS,Black,15228,90,B,F,1
j00867279RS,Black,8041,50,W,F,0
j00867279RS,Black,10668,65,W,M,1
j00867279RS,Black,6009,50,W,M,1
j00867279RS,Black,11158,65,B,M,1
j00867279RS,Black,21407,22,W,M,1
j00867279RS,Black,9360,13,W,M,1
j00867279RS,Black,4966,2,W,F,0
j00867279RS,Black,20182,15,W,M,1
j00867279RS,Black,7808,19,W,M,1
j00867279RS,Black,13155,10,W,M,0
j00867279RS,Black,9872,45,B,F,0
j00867279RS,Black,12049,64,B,F,1
j00867279RS,Black,4454,3,W,M,1
j00867279RS,Black,18700,30,B,F,1
J00892472Y.L.,Black,3222,92,B,M,1
J00892472Y.L.,Black,3862,90,B,F,1
J00892472Y.L.,Black,3121,89,W,M,1
J00892472Y.L.,Black,3579,90,B,F,0
J00892472Y.L.,Black,3291,91,W,M,0
J00892472Y.L.,Black,4589,90,W,M,0
J00892472Y.L.,Black,5772,92,B,F,1
J00892472Y.L.,Black,3573,91,B,F,0
J00892472Y.L.,Black,3039,93,B,F,0
J00892472Y.L.,Black,3349,88,B,M,0
J00892472Y.L.,Black,3692,97,W,M,1
J00892472Y.L.,Black,4459,87,W,M,0
J00892472Y.L.,Black,4178,100,B,M,1
J00892472Y.L.,Black,5806,99,B,F,0
J00892472Y.L.,Black,4937,89,B,F,1
J00892472Y.L.,Black,4275,90,B,F,1
J00892472Y.L.,Black,3314,98,B,M,1
J00892472Y.L.,Black,4802,91,B,F,0
J00892472Y.L.,Black,2856,88,W,F,1
J00892472Y.L.,Black,5181,100,B,M,1
J00892472Y.L.,Black,4523,87,B,M,0
J00892472Y.L.,Black,3211,84,B,M,1
J00892472Y.L.,Black,3975,94,B,M,0
J00892472Y.L.,Black,3063,888,B,F,0
J00892472Y.L.,Black,12983,89,W,F,1
J00892472Y.L.,Black,3682,89,W,F,1
J00892472Y.L.,Black,4838,94,W,F,1
J00892472Y.L.,Black,4762,97,W,F,1
J00892472Y.L.,Black,3275,93,W,F,1
J00892472Y.L.,Black,5388,92,W,F,1
J00892472Y.L.,Black,3948,95,B,M,1
J00892472Y.L.,Black,4076,100,W,M,1
J00892472Y.L.,Black,4172,84,B,M,1
J00892472Y.L.,Black,3618,99,W,M,1
J00892472Y.L.,Black,3083,88,W,F,1
J00892472Y.L.,Black,3064,90,W,F,1
J00892472Y.L.,Black,3722,95,W,M,1
J00892472Y.L.,Black,3990,85,W,M,1
J00892472Y.L.,Black,4194,85,W,F,1
J00892472Y.L.,Black,4286,97,W,M,1
j00896894,Black,3658,6,B,F,1
j00896894,Black,11164,50,B,F,1
j00896894,Black,4602,5,B,F,1
j00896894,Black,5462,4,B,M,1
j00896894,Black,7203,5,B,M,1
j00896894,Black,5662,7,B,M,1
j00896894,Black,5241,4,B,M,1
j00896894,Black,8727,6,B,M,1
j00896894,Black,14484,7,B,M,1
j00896894,Black,6135,5,B,M,0
j00896894,Black,3597,3,B,M,0
j00896894,Black,4172,5,B,M,1
j00896894,Black,5186,40,B,M,1
j00896894,Black,3402,4,W,F,1
j00896894,Black,3639,4,W,F,1
j00896894,Black,4037,5,W,F,1
j00896894,Black,5142,5,W,F,0
j00896894,Black,3836,4,W,F,1
j00896894,Black,4007,4,W,F,1
j00896894,Black,6324,5,W,F,0
j00896894,Black,5140,5,W,F,1
j00896894,Black,6226,4,W,F,1
j00896894,Black,9015,4,W,F,0
j00896894,Black,6372,4,W,M,1
j00896894,Black,4032,3,W,M,1
j00896894,Black,7840,4,W,M,0
j00896894,Black,8060,5,W,M,1
j00896894,Black,8239,5,W,M,0
j00896894,Black,3980,5,W,M,1
j00896894,Black,4025,5,W,M,1
j00896894,Black,5903,4,W,M,1
j00896894,Black,3858,4,W,M,1
j00896894,Black,6708,5,W,M,1
j00896894,Black,5544,4,B,F,1
j00896894,Black,4024,6,B,F,1
j00896894,Black,4498,5,B,F,1
j00896894,Black,4566,6,B,F,0
j00896894,Black,5357,4,B,F,1
j00896894,Black,7056,55,B,F,1
j00896894,Black,4500,6,B,F,1
j00900405J.Y,Black,5585,70,B,M,1
j00900405J.Y,Black,76519,35,B,F,1
j00900405J.Y,Black,3688,85,B,M,0
j00900405J.Y,Black,3164,60,B,F,1
j00900405J.Y,Black,5053,90,B,F,1
j00900405J.Y,Black,4006,80,B,F,1
j00900405J.Y,Black,4740,90,B,F,1
j00900405J.Y,Black,6781,55,B,M,1
j00900405J.Y,Black,3862,70,B,F,1
j00900405J.Y,Black,4236,30,B,M,1
j00900405J.Y,Black,7956,85,W,F,1
j00900405J.Y,Black,5468,90,B,M,1
j00900405J.Y,Black,40003,50,B,M,1
j00900405J.Y,Black,3017,50,B,M,1
j00900405J.Y,Black,8726,50,B,M,1
j00900405J.Y,Black,4437,40,W,M,1
j00900405J.Y,Black,4065,60,B,M,1
j00900405J.Y,Black,3003,20,W,F,1
j00900405J.Y,Black,5569,70,W,F,1
j00900405J.Y,Black,20680,56,W,F,1
j00900405J.Y,Black,14028,50,W,F,1
j00900405J.Y,Black,4977,30,B,M,1
j00900405J.Y,Black,4081,70,W,F,1
j00900405J.Y,Black,4325,30,W,M,1
j00900405J.Y,Black,7460,100,W,F,1
j00900405J.Y,Black,8042,30,W,F,1
j00900405J.Y,Black,9322,70,W,F,1
j00900405J.Y,Black,6257,50,W,M,0
j00900405J.Y,Black,5297,45,B,F,1
j00900405J.Y,Black,4055,50,W,M,0
j00900405J.Y,Black,4006,40,W,M,1
j00900405J.Y,Black,10755,90,W,M,1
j00900405J.Y,Black,6133,80,W,M,1
j00900405J.Y,Black,4872,45,W,M,1
j00900405J.Y,Black,14202,65,W,F,1
j00900405J.Y,Black,4518,30,W,M,1
j00900405J.Y,Black,3697,40,B,F,1
j00900405J.Y,Black,3846,90,W,M,1
j00900405J.Y,Black,5522,90,B,F,1
j00900405J.Y,Black,10293,40,B,F,1
J0090373JY,Black,11844,20,W,M,1
J0090373JY,Black,6158,60,W,M,1
J0090373JY,Black,7560,30,W,M,0
J0090373JY,Black,9194,50,B,F,1
J0090373JY,Black,7659,10,B,F,1
J0090373JY,Black,10402,25,B,M,0
J0090373JY,Black,87450,20,B,M,1
J0090373JY,Black,10770,2,B,F,1
J0090373JY,Black,19886,75,B,F,1
J0090373JY,Black,7366,20,B,F,1
J0090373JY,Black,8495,60,B,F,1
J0090373JY,Black,8487,15,B,F,0
J0090373JY,Black,12712,25,B,F,1
J0090373JY,Black,5053,20,W,F,1
J0090373JY,Black,7460,15,B,F,1
J0090373JY,Black,8911,80,B,M,1
J0090373JY,Black,7560,4,W,F,1
J0090373JY,Black,9651,60,B,F,1
J0090373JY,Black,9678,8,W,F,0
J0090373JY,Black,10289,65,W,F,1
J0090373JY,Black,7750,12,B,M,1
J0090373JY,Black,7071,40,B,M,1
J0090373JY,Black,10096,30,B,M,1
J0090373JY,Black,6613,30,B,M,1
J0090373JY,Black,4846,15,B,M,1
J0090373JY,Black,13077,30,W,M,1
J0090373JY,Black,9838,25,B,M,1
J0090373JY,Black,9889,25,W,F,1
J0090373JY,Black,11867,60,W,F,0
J0090373JY,Black,11034,70,B,M,0
J0090373JY,Black,6143,40,W,F,0
J0090373JY,Black,6526,12,W,M,1
J0090373JY,Black,11850,20,W,M,1
J0090373JY,Black,8573,8,W,F,1
J0090373JY,Black,7616,35,W,M,0
J0090373JY,Black,4316,4,W,M,1
J0090373JY,Black,5110,50,W,M,1
J0090373JY,Black,9311,10,W,M,1
J0090373JY,Black,10721,10,W,F,1
J0090373JY,Black,6317,15,W,F,1
J00908264LN,Black,7590,50,B,F,0
J00908264LN,Black,8811,70,W,M,0
J00908264LN,Black,5180,56,B,F,0
J00908264LN,Black,30800,76,B,F,0
J00908264LN,Black,4371,70,B,F,0
J00908264LN,Black,6864,70,B,F,1
J00908264LN,Black,4223,85,B,F,0
J00908264LN,Black,6661,80,B,F,0
J00908264LN,Black,27820,65,W,M,0
J00908264LN,Black,978,NA,B,F,0
J00908264LN,Black,6566,65,W,F,0
J00908264LN,Black,8269,35,B,M,1
J00908264LN,Black,4810,77,B,M,0
J00908264LN,Black,9756,75,B,M,1
J00908264LN,Black,5211,66,B,M,0
J00908264LN,Black,923,NA,B,F,1
J00908264LN,Black,4692,86,B,M,0
J00908264LN,Black,3951,80,B,M,0
J00908264LN,Black,4984,80,B,M,0
J00908264LN,Black,18576,30,B,M,1
J00908264LN,Black,6359,76,B,M,0
J00908264LN,Black,4002,67,B,F,0
J00908264LN,Black,7823,50,W,F,0
J00908264LN,Black,11528,80,W,M,1
J00908264LN,Black,5550,98,W,F,1
J00908264LN,Black,6000,80,W,F,0
J00908264LN,Black,3371,80,W,F,0
J00908264LN,Black,6805,79,W,F,1
J00908264LN,Black,5854,85,B,M,0
J00908264LN,Black,5744,50,W,F,0
J00908264LN,Black,17287,75,W,F,0
J00908264LN,Black,4221,75,W,M,0
J00908264LN,Black,4738,80,W,M,0
J00908264LN,Black,4309,64,W,M,0
J00908264LN,Black,5378,80,W,F,0
J00908264LN,Black,15227,75,W,M,0
J00908264LN,Black,3626,77,W,M,0
J00908264LN,Black,5154,65,W,F,0
J00908264LN,Black,6563,99,W,M,1
J00908264LN,Black,59394,65,W,M,0
J00914039Z.R.,Black,64241,20,W,M,0
J00914039Z.R.,Black,3282,20,W,M,0
J00914039Z.R.,Black,3544,80,B,F,1
J00914039Z.R.,Black,7475,40,B,F,0
J00914039Z.R.,Black,3314,20,W,M,1
J00914039Z.R.,Black,24406,40,B,M,0
J00914039Z.R.,Black,3149,50,B,M,1
J00914039Z.R.,Black,3207,40,B,F,1
J00914039Z.R.,Black,3565,50,B,F,1
J00914039Z.R.,Black,5841,30,B,F,1
J00914039Z.R.,Black,5569,10,W,M,0
J00914039Z.R.,Black,3850,40,B,M,0
J00914039Z.R.,Black,3113,30,B,F,0
J00914039Z.R.,Black,3835,80,B,F,1
J00914039Z.R.,Black,7014,80,B,F,1
J00914039Z.R.,Black,4325,50,B,F,1
J00914039Z.R.,Black,3287,60,B,M,1
J00914039Z.R.,Black,8375,30,B,M,0
J00914039Z.R.,Black,2886,20,W,F,0
J00914039Z.R.,Black,3177,20,W,F,0
J00914039Z.R.,Black,4540,40,B,M,0
J00914039Z.R.,Black,4340,60,B,M,1
J00914039Z.R.,Black,5570,20,B,M,0
J00914039Z.R.,Black,3457,60,B,F,1
J00914039Z.R.,Black,3080,20,W,M,0
J00914039Z.R.,Black,4439,40,B,M,0
J00914039Z.R.,Black,6050,30,W,F,1
J00914039Z.R.,Black,4326,20,W,F,0
J00914039Z.R.,Black,4529,20,W,F,1
J00914039Z.R.,Black,4056,20,W,F,1
J00914039Z.R.,Black,3554,20,W,F,0
J00914039Z.R.,Black,3792,40,W,M,1
J00914039Z.R.,Black,5368,10,W,M,0
J00914039Z.R.,Black,4254,60,W,M,1
J00914039Z.R.,Black,3769,30,W,F,0
J00914039Z.R.,Black,7626,20,W,F,0
J00914039Z.R.,Black,5437,30,B,M,1
J00914039Z.R.,Black,3560,20,W,F,1
J00914039Z.R.,Black,2871,20,W,M,0
J00914039Z.R.,Black,4517,15,W,M,0
J009143XY,Black,8228,7,W,M,1
J009143XY,Black,12769,7,W,M,1
J009143XY,Black,70570,8,W,M,1
J009143XY,Black,5860,7,B,F,1
J009143XY,Black,6529,5,W,M,1
J009143XY,Black,10003,8,B,F,1
J009143XY,Black,35253,7,B,F,1
J009143XY,Black,27207,7,B,F,1
J009143XY,Black,5849,8,B,F,0
J009143XY,Black,15476,8,B,F,1
J009143XY,Black,7127,8,B,F,1
J009143XY,Black,14351,8,B,M,1
J009143XY,Black,13979,6,B,F,1
J009143XY,Black,42116,7,B,M,1
J009143XY,Black,23603,7,B,F,1
J009143XY,Black,28838,6,B,M,1
J009143XY,Black,10065,6,B,M,1
J009143XY,Black,17742,7,B,M,1
J009143XY,Black,39342,7,B,M,1
J009143XY,Black,10757,7,B,M,1
J009143XY,Black,14347,8,B,M,1
J009143XY,Black,13537,7,W,F,1
J009143XY,Black,80821,7,W,F,1
J009143XY,Black,6325,5,W,F,1
J009143XY,Black,81390,6,W,F,1
J009143XY,Black,53324,7,B,M,1
J009143XY,Black,56477,7,W,F,1
J009143XY,Black,17879,7,B,M,1
J009143XY,Black,6747,5,W,F,1
J009143XY,Black,7899,5,W,F,1
J009143XY,Black,8378,8,W,F,1
J009143XY,Black,88583,5,W,M,1
J009143XY,Black,12320,6,W,M,1
J009143XY,Black,18281,6,W,M,1
J009143XY,Black,18801,8,W,F,1
J009143XY,Black,35433,6,W,M,1
J009143XY,Black,15083,7,W,M,1
J009143XY,Black,18524,6,W,M,1
J009143XY,Black,9970,5,W,F,1
J009143XY,Black,18180,7,B,F,1
J00924332TJ,Black,3028,0,B,F,1
J00924332TJ,Black,1755,0,B,F,1
J00924332TJ,Black,1560,100,B,F,1
J00924332TJ,Black,6008,100,B,F,1
J00924332TJ,Black,2266,100,B,F,1
J00924332TJ,Black,2027,0,B,F,1
J00924332TJ,Black,2712,100,W,M,1
J00924332TJ,Black,3902,100,B,F,1
J00924332TJ,Black,2560,100,B,M,1
J00924332TJ,Black,1095,0,W,M,1
J00924332TJ,Black,2412,0,B,M,1
J00924332TJ,Black,3079,0,B,M,1
J00924332TJ,Black,8855,100,B,M,1
J00924332TJ,Black,2792,0,B,M,1
J00924332TJ,Black,5180,0,B,M,1
J00924332TJ,Black,3470,0,B,M,1
J00924332TJ,Black,3216,100,B,M,1
J00924332TJ,Black,3489,100,B,M,1
J00924332TJ,Black,2219,0,W,F,1
J00924332TJ,Black,2362,100,B,F,1
J00924332TJ,Black,2142,0,W,F,1
J00924332TJ,Black,2087,0,W,F,1
J00924332TJ,Black,1472,100,B,M,1
J00924332TJ,Black,2209,100,W,F,0
J00924332TJ,Black,2126,0,W,F,1
J00924332TJ,Black,2255,100,W,F,1
J00924332TJ,Black,2622,100,W,F,1
J00924332TJ,Black,1421,0,W,F,0
J00924332TJ,Black,1581,0,W,M,1
J00924332TJ,Black,2127,0,W,M,1
J00924332TJ,Black,1860,0,W,M,1
J00924332TJ,Black,1311,0,W,M,0
J00924332TJ,Black,2519,0,W,F,1
J00924332TJ,Black,3911,100,W,M,1
J00924332TJ,Black,3893,100,W,M,1
J00924332TJ,Black,1091,0,W,F,0
J00924332TJ,Black,2744,0,W,M,0
J00924332TJ,Black,2916,100,W,M,1
J00924332TJ,Black,1979,100,B,F,0
J00924332TJ,Black,1780,100,B,F,1
J00926853VX,Black,4789,50,B,F,1
J00926853VX,Black,5856,100,W,M,1
J00926853VX,Black,6612,75,B,F,1
J00926853VX,Black,15566,50,B,F,1
J00926853VX,Black,3342,50,B,F,0
J00926853VX,Black,20416,50,W,M,0
J00926853VX,Black,18695,30,B,F,1
J00926853VX,Black,15178,80,B,F,1
J00926853VX,Black,7585,40,W,M,1
J00926853VX,Black,6454,50,B,F,1
J00926853VX,Black,3966,100,B,F,1
J00926853VX,Black,7235,70,W,F,0
J00926853VX,Black,4683,100,B,M,1
J00926853VX,Black,3014,100,B,F,1
J00926853VX,Black,6662,80,B,M,0
J00926853VX,Black,3675,100,B,M,0
J00926853VX,Black,4747,90,B,M,0
J00926853VX,Black,4647,100,B,M,0
J00926853VX,Black,3392,50,B,M,0
J00926853VX,Black,4406,80,B,M,1
J00926853VX,Black,32662,50,B,M,0
J00926853VX,Black,12653,50,B,F,1
J00926853VX,Black,9286,70,W,F,1
J00926853VX,Black,10287,80,W,F,1
J00926853VX,Black,20016,50,W,F,1
J00926853VX,Black,54146,15,W,F,0
J00926853VX,Black,8275,50,B,M,1
J00926853VX,Black,17218,50,W,F,1
J00926853VX,Black,3494,20,W,M,1
J00926853VX,Black,3774,50,W,F,1
J00926853VX,Black,2400,50,W,F,1
J00926853VX,Black,13519,60,W,F,0
J00926853VX,Black,8538,100,W,M,0
J00926853VX,Black,5219,80,W,M,1
J00926853VX,Black,14393,60,B,M,1
J00926853VX,Black,3638,100,W,M,1
J00926853VX,Black,14765,50,W,M,1
J00926853VX,Black,13701,20,W,M,1
J00926853VX,Black,6661,60,W,F,1
J00926853VX,Black,5578,80,W,M,1
J00934210XX,Black,2514,50,B,F,1
J00934210XX,Black,3737,30,B,F,1
J00934210XX,Black,5400,50,W,M,1
J00934210XX,Black,2606,0,W,M,0
J00934210XX,Black,5374,10,W,M,1
J00934210XX,Black,5459,60,B,F,1
J00934210XX,Black,2081,0,B,M,1
J00934210XX,Black,3882,20,B,M,1
J00934210XX,Black,5075,70,B,F,1
J00934210XX,Black,4381,80,B,F,1
J00934210XX,Black,13265,40,B,F,1
J00934210XX,Black,4576,10,B,F,1
J00934210XX,Black,4139,20,B,F,1
J00934210XX,Black,3759,20,B,F,1
J00934210XX,Black,8922,40,B,M,1
J00934210XX,Black,2873,10,B,M,1
J00934210XX,Black,8178,30,B,M,1
J00934210XX,Black,7733,0,B,F,1
J00934210XX,Black,5758,10,B,M,1
J00934210XX,Black,4641,40,W,F,1
J00934210XX,Black,2270,10,W,F,1
J00934210XX,Black,7242,20,B,M,1
J00934210XX,Black,2914,0,B,M,1
J00934210XX,Black,3509,40,B,M,1
J00934210XX,Black,3920,10,W,F,1
J00934210XX,Black,3173,10,W,F,1
J00934210XX,Black,8677,0,W,F,0
J00934210XX,Black,7145,60,W,F,1
J00934210XX,Black,9595,60,W,F,1
J00934210XX,Black,4383,10,W,F,1
J00934210XX,Black,4257,100,B,M,1
J00934210XX,Black,2802,0,W,F,1
J00934210XX,Black,3616,10,W,M,1
J00934210XX,Black,3771,0,W,M,1
J00934210XX,Black,3032,0,W,M,1
J00934210XX,Black,6573,80,W,M,1
J00934210XX,Black,3346,100,W,M,1
J00934210XX,Black,4628,10,W,M,0
J00934210XX,Black,3497,20,W,M,1
J00934210XX,Black,6062,10,W,F,1
J00945071iS,Black,14147,12,W,M,0
J00945071iS,Black,4627,36,B,F,1
J00945071iS,Black,4728,67,B,F,1
J00945071iS,Black,4557,45,B,F,1
J00945071iS,Black,16591,34,B,F,1
J00945071iS,Black,4319,13,B,F,0
J00945071iS,Black,4346,67,W,F,0
J00945071iS,Black,8224,45,B,F,1
J00945071iS,Black,15694,24,B,M,1
J00945071iS,Black,42350,16,B,F,1
J00945071iS,Black,6272,45,B,M,0
J00945071iS,Black,4595,12,B,M,1
J00945071iS,Black,17701,12,B,M,0
J00945071iS,Black,7025,65,W,M,1
J00945071iS,Black,6082,55,B,M,1
J00945071iS,Black,20959,43,B,M,1
J00945071iS,Black,4977,17,B,M,1
J00945071iS,Black,5241,45,B,M,1
J00945071iS,Black,5162,20,W,F,1
J00945071iS,Black,4116,5,W,M,1
J00945071iS,Black,4164,3,W,F,1
J00945071iS,Black,4498,60,W,F,1
J00945071iS,Black,4264,50,B,M,0
J00945071iS,Black,4181,50,W,F,1
J00945071iS,Black,5111,34,W,F,0
J00945071iS,Black,5932,35,W,F,1
J00945071iS,Black,7633,22,B,M,0
J00945071iS,Black,8539,83,W,F,1
J00945071iS,Black,3685,6,W,M,0
J00945071iS,Black,5939,77,W,M,1
J00945071iS,Black,4927,66,W,M,0
J00945071iS,Black,5837,30,W,M,1
J00945071iS,Black,4518,60,B,F,1
J00945071iS,Black,11836,45,W,M,1
J00945071iS,Black,4481,50,B,F,1
J00945071iS,Black,4978,46,W,F,1
J00945071iS,Black,8891,70,W,M,1
J00945071iS,Black,4121,56,B,F,1
J00945071iS,Black,8443,58,W,F,1
J00945071iS,Black,9460,40,W,M,0
J00951218TP,Black,4760,0,W,M,1
J00951218TP,Black,2495,90,W,M,0
J00951218TP,Black,4514,20,B,F,1
J00951218TP,Black,3212,30,B,F,1
J00951218TP,Black,2897,30,W,M,0
J00951218TP,Black,19676,40,W,M,0
J00951218TP,Black,7788,20,B,F,1
J00951218TP,Black,3700,100,B,F,1
J00951218TP,Black,6237,30,B,F,1
J00951218TP,Black,7087,20,B,F,1
J00951218TP,Black,2876,90,B,M,1
J00951218TP,Black,4012,70,B,M,1
J00951218TP,Black,3777,90,B,F,1
J00951218TP,Black,3798,70,B,M,1
J00951218TP,Black,3161,10,B,M,1
J00951218TP,Black,3220,90,B,M,1
J00951218TP,Black,3461,30,B,M,1
J00951218TP,Black,5435,10,B,M,1
J00951218TP,Black,5188,50,B,M,0
J00951218TP,Black,4785,50,W,F,1
J00951218TP,Black,11297,30,W,F,1
J00951218TP,Black,16009,20,W,F,0
J00951218TP,Black,6821,70,W,F,0
J00951218TP,Black,3781,100,W,F,0
J00951218TP,Black,24862,10,W,F,1
J00951218TP,Black,9488,10,B,M,1
J00951218TP,Black,10768,10,B,M,0
J00951218TP,Black,5974,30,W,F,0
J00951218TP,Black,1870,0,W,F,1
J00951218TP,Black,6682,100,W,M,0
J00951218TP,Black,6206,10,W,M,0
J00951218TP,Black,4499,10,W,M,0
J00951218TP,Black,3526,80,W,M,0
J00951218TP,Black,3952,10,W,M,1
J00951218TP,Black,3375,0,W,F,0
J00951218TP,Black,4268,30,W,F,1
J00951218TP,Black,57465,70,B,F,1
J00951218TP,Black,4289,30,B,F,1
J00951218TP,Black,6081,20,B,F,0
J00951218TP,Black,4668,50,W,M,0
J00954142WT,Black,6849,20,B,F,0
J00954142WT,Black,4782,30,B,F,0
J00954142WT,Black,3969,0,W,M,0
J00954142WT,Black,6892,20,W,M,0
J00954142WT,Black,5722,10,W,M,0
J00954142WT,Black,4801,45,B,F,1
J00954142WT,Black,8173,50,B,M,1
J00954142WT,Black,6202,90,B,M,1
J00954142WT,Black,3472,30,B,F,1
J00954142WT,Black,5365,50,B,F,0
J00954142WT,Black,12452,70,B,F,0
J00954142WT,Black,6212,30,B,F,1
J00954142WT,Black,5288,30,B,F,0
J00954142WT,Black,5707,80,B,F,1
J00954142WT,Black,5768,100,B,M,1
J00954142WT,Black,4750,50,B,M,0
J00954142WT,Black,8272,67,B,M,1
J00954142WT,Black,8798,70,B,M,1
J00954142WT,Black,3360,50,B,M,1
J00954142WT,Black,4847,20,W,F,1
J00954142WT,Black,7125,0,W,F,0
J00954142WT,Black,3720,50,B,M,0
J00954142WT,Black,14544,70,B,M,1
J00954142WT,Black,4057,60,B,M,0
J00954142WT,Black,4852,15,W,F,1
J00954142WT,Black,4469,80,B,F,1
J00954142WT,Black,4054,5,W,F,0
J00954142WT,Black,2747,0,W,F,1
J00954142WT,Black,3709,10,W,F,1
J00954142WT,Black,3440,10,W,F,1
J00954142WT,Black,6870,10,W,F,1
J00954142WT,Black,2748,0,W,F,1
J00954142WT,Black,4892,20,W,M,0
J00954142WT,Black,5676,10,W,M,0
J00954142WT,Black,4060,30,W,M,0
J00954142WT,Black,2751,0,W,M,0
J00954142WT,Black,3057,0,W,M,1
J00954142WT,Black,6459,10,W,F,0
J00954142WT,Black,3147,0,W,M,0
J00954142WT,Black,4316,40,W,M,1
J00958620XR,Black,16581,40,B,F,1
J00958620XR,Black,4766,3,W,M,1
J00958620XR,Black,5774,0,W,M,1
J00958620XR,Black,5647,0,B,F,1
J00958620XR,Black,8181,0,B,F,1
J00958620XR,Black,4970,40,B,F,0
J00958620XR,Black,6142,40,B,F,1
J00958620XR,Black,5277,70,B,M,1
J00958620XR,Black,6689,50,B,F,1
J00958620XR,Black,8383,60,B,F,1
J00958620XR,Black,4229,40,B,F,1
J00958620XR,Black,5601,40,B,F,1
J00958620XR,Black,4146,10,B,F,1
J00958620XR,Black,5167,30,W,M,1
J00958620XR,Black,6106,0,B,M,1
J00958620XR,Black,4862,50,B,M,0
J00958620XR,Black,5197,20,B,M,1
J00958620XR,Black,10848,70,B,M,1
J00958620XR,Black,4618,40,B,M,1
J00958620XR,Black,8979,50,B,M,1
J00958620XR,Black,5628,45,W,M,0
J00958620XR,Black,6571,50,B,M,1
J00958620XR,Black,4446,5,W,F,1
J00958620XR,Black,5845,10,W,F,1
J00958620XR,Black,7079,40,W,F,0
J00958620XR,Black,6978,5,B,M,1
J00958620XR,Black,4895,50,B,M,1
J00958620XR,Black,5681,30,W,F,1
J00958620XR,Black,5811,0,W,F,1
J00958620XR,Black,4554,70,W,F,1
J00958620XR,Black,7875,35,W,F,1
J00958620XR,Black,6105,50,W,F,1
J00958620XR,Black,4710,10,W,M,1
J00958620XR,Black,3787,5,W,M,1
J00958620XR,Black,7550,5,W,M,0
J00958620XR,Black,6999,10,W,M,1
J00958620XR,Black,9094,30,W,M,1
J00958620XR,Black,11168,50,W,F,1
J00958620XR,Black,4661,0,W,F,0
J00958620XR,Black,5843,39,W,M,1
J00961267LR,Black,7331,100,B,M,1
J00961267LR,Black,4458,100,B,F,1
J00961267LR,Black,3506,100,B,F,1
J00961267LR,Black,8186,100,B,F,1
J00961267LR,Black,4998,100,W,M,1
J00961267LR,Black,6241,100,B,F,1
J00961267LR,Black,3291,100,B,F,1
J00961267LR,Black,6594,100,B,F,0
J00961267LR,Black,4891,100,B,F,0
J00961267LR,Black,5172,100,B,F,1
J00961267LR,Black,6453,50,W,F,1
J00961267LR,Black,5174,50,W,F,1
J00961267LR,Black,7850,100,B,M,1
J00961267LR,Black,5147,100,B,M,1
J00961267LR,Black,8213,100,B,F,1
J00961267LR,Black,4665,100,B,M,1
J00961267LR,Black,4392,50,B,M,0
J00961267LR,Black,5183,100,B,M,1
